handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_f743da7d-4a51-5d99-690a-7d2e075e073c,Product,Géologie des flux,"<div><div><p>Dans le cadre d’un partenariat inédit entre&nbsp;Lyon Parc Auto&nbsp;et le Mirage Festival, le studio Chevalvert et le designer lyonnais Martial Geoffre-Rouland ont été sollicités pour créer une installation interactive et lumineuse baptisée « Géologie des Flux ».</p><p>Les œuvres présentées proposent une approche sensible des données liées à l’activité d’un parking, tout en captant le flux des mouvements des passants. La scénographie s’articule autour d’un îlot de données (structure qui réagit à la présence du public) regroupant le data-fossile et plusieurs dispositifs interactifs conçus par&nbsp;Screen-club&nbsp;(Martial Geoffre-Rouland).</p><p>Chevalvert assure l’identité, la scénographie, l’habillage de l’exposition et «&nbsp;l’extraction&nbsp;» du data-fossile.</p></div></div>",4934da_c52aafdbce4b4d6bbbc7cab8c6d36185~mv2.jpg;4934da_e7ab232c8c9f490ca350cf1adf6ad2f3~mv2.jpg;4934da_ba7fe3b8285d4126ace839a168f70b1c~mv2.png,Chevalvert,,,0.0,,true,PERCENT,0.0,InStock,,,Genre,DROP_DOWN,collectif,Date,DROP_DOWN,2019,Lieu,DROP_DOWN,Lyon,V big data,DROP_DOWN,à completer,Thème,DROP_DOWN,environnement;urbanisme;géologie,Statut,DROP_DOWN,studio,citation,,short,<p>photo : ©Chevalvert</p>,Matériaux,/,dimensions,120 m²,Lieu d'exposition,Mirage Festival,Dataset,"(28 jours) activité parking parking LPA République (Lyon, 02);captation de mouvement",,,,,,,
product_be241867-4b10-b15e-5511-b10b6a884cd5,Product,Database Paintings,"<div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><p>Les bases de données de production culturelle sont à la fois le résultat d’une logique organisationnelle, de priorités et de préjugés, et une réification accrue de ces systèmes de valeurs dans le monde. Alors que le musée tente de renégocier sa place troublée dans le monde, des efforts ont été faits pour « démocratiser l’accès » aux collections, en rendant la documentation numérique accessible dans un espace virtuel. Cependant, la transposition des problèmes fondamentaux du musée au domaine numérique n’a fait qu’envenimer davantage ces problèmes avec les questions de propriété et de droit d’auteur, de préservation et de provenance numériques, de démographie et de privilège, en plus de la tension sous-jacente entre la préservation culturelle et la fonction du musée dans l’économie de l’art. Ces luttes ne sont pas uniques, mais plutôt symptomatiques d’un monde qui cède sous la vitesse et la quantité d’informations.</p>&nbsp;<p>Pourtant, malgré ces critiques fondées, que pouvons-nous apprendre de ces ensembles de données culturelles et des moyens par lesquels ils sont organisés ? Qu'advient-il du statut de chef-d'œuvre individuel lorsqu'un ensemble de données est abordé avec une sensibilité statistique globale ? Quels modèles émergents deviennent apparents à travers les connexions entre les œuvres, ou à travers l'espace négatif séparant une œuvre de la suivante ?</p>&nbsp;<p>Dans Database Paintings, chaque image est créée en agrégeant des pixels provenant d’images d’œuvres d’art disponibles gratuitement, provenant des collections permanentes des musées Tate, Guggenheim et Reina Sofia. À l’aide de logiciels personnalisés et de techniques d’apprentissage automatique, des groupes de pixels sont « mosaïqués » et collés à partir des œuvres d’art originales sur une nouvelle toile virtuelle, créant des images qui articulent un espace entre la reconnaissabilité et l’émergence.</p>&nbsp;<p>Dans une tentative de communication visant à détourner les critiques concernant le refus du British Museum de restituer les marbres d’Elgin à l’État grec, le directeur Hartwig Fischer a déclaré de manière controversée : « Lorsque vous déplacez un patrimoine culturel dans un musée, vous le sortez de son contexte. Pourtant, ce déplacement est aussi un acte créatif. » (The Guardian, 2019). En détournant l’objectif de ce sentiment vers l’institution elle-même, Database Paintings explore les possibilités créatives de déplacer des données d’images à la fois précieuses et dénuées de sens hors de l’institution dans des actes de réappropriation et de réinterprétation. À cheval entre une célébration de ses sources et leur abstraction, les œuvres offrent des occasions de réévaluer le projet de préservation lui-même, en offrant des rencontres avec des sous-ensembles spécifiques de collections, des « empreintes digitales » agrégées et le projet global de création artistique.</p></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div>",4934da_c0ed279fa63c480591464091350210e1~mv2.jpg;4934da_c12a40a6a54b48f58efed6ec1906644e~mv2.jpg;4934da_b1742c9d8e2a48dfa5097f926cc33a9d~mv2.jpg,Adam Basanta,,,0.0,,true,PERCENT,0.0,InStock,,,Genre,DROP_DOWN,Masculin,Date,DROP_DOWN,2022,Lieu,DROP_DOWN,canada,V big data,DROP_DOWN,à completer,Thème,DROP_DOWN,culture;technologie;philosophie,Statut,DROP_DOWN,à completer,citation,,short,<p>photo : © Guy L'Heureux</p>,Matériaux,"Tirages pigmentaires d'archives, Agrégation générée par ordinateur",dimensions,Dimensions variables,Lieu d'exposition,Ellephant,Dataset,"collections permanentes de musées renommés tels que Tate, Guggenheim et Reina Sofia",,,,,,,
product_8f1a172e-cf70-a5ac-2ab3-ee441944e13b,Product,Leaking Subjects and Bounding Boxes,"<div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><p>Leaking Subjects and Bounding Boxes aborde la manière dont les machines sont disciplinées et entraînées à voir. Il s’agit d’un récit visuel qui documente les méthodes actuellement utilisées pour apprendre à l’IA à capturer, classer et ordonner le monde, mais qui prend plutôt en compte tout ce qui, dans nos vies, nos incarnations et nos désirs, défie ces modes normatifs de catégorisation. C’est-à-dire qu’il s’arrête pour réfléchir à ce qui entre et sort continuellement de toute taxonomisation possible et n’existe qu’à la limite même de la définition.</p><p>Ce livre est l'un des résultats des recherches visuelles et théoriques en cours d'Elisa Giardina Papa sur la vision machinique. Il présente des images que l'artiste a commencé à collecter à l'hiver 2019 alors qu'elle travaillait comme formatrice humaine pour divers systèmes de vision d'IA. Parmi les milliers d'images d'entraînement qu'elle a traitées pour ses tâches de « nettoyeur de données », elle a collecté celles qui semblaient résister à l'impulsion ordonnée de l'IA.</p><p>La segmentation, le traçage, le découpage en zones délimitées et l’étiquetage sont des opérations clés utilisées pour apprendre aux machines à séparer les données des données, le signal du bruit et les choses ordonnées des choses désordonnées. Ce recueil d’images est une invitation à réfléchir à ce que signifie pratiquer un désordre de la vision et de l’être qui résiste radicalement à l’impulsion normative de diviser et de classer, de créer des hiérarchies et de produire de la différence. En d’autres termes, ce livre est une invitation à considérer les façons dont toutes les choses opaques et promiscuité, hérétiques et infidèles bouleverseront perpétuellement les catégories ordonnées, idéalisées, transparentes et supposées « universelles ».</p></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div>",4934da_b29409fdaed94769ba7313cb6b873e6d~mv2.jpg,ELISA GIARDINA PAPA,,,0.0,,true,PERCENT,0.0,InStock,,,Genre,DROP_DOWN,Féminin,Date,DROP_DOWN,2022,Lieu,DROP_DOWN,/,V big data,DROP_DOWN,à completer,Thème,DROP_DOWN,à completer,Statut,DROP_DOWN,à completer,citation,,short,,Matériaux,papier,dimensions,/,Lieu d'exposition,/,Dataset,,,,,,,,
product_ed48c23c-5661-622c-dd2d-08ba520aeeb5,Product,Empathy Ecologies,"<div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><span>Performances et installation</span></div><div>&nbsp;</div><div><span>Date:</span><div>6-3-2020</div><div>&nbsp;</div></div><div><span>Lieu:</span><div>Théâtres Frascati Amsterdam ComeTogether#5</div><div>&nbsp;</div></div><div><span>Crédits:</span><div>Paysage sonore : Gorkem Arikan. Sponsorisé par EagleScience.com et Sendot.nl (mesures de la photosynthèse et du CO2). Stagiaire : Lois Simon. Photographie : Pieter Kers. Mondriaanfonds.</div><div>&nbsp;</div></div></div><div>&nbsp;</div><div><p><span>ÉCOLOGIES DE L'EMPATHIE</span></p><p><span>Pouvons-nous créer de nouvelles connexions entre les humains, les données et la nature ?<br>Empathy Ecologies est un récit critique et plein d’espoir sur nos futures biosphères.</span></p><p><span><em>Résumé</em><br>Empathy Ecologies est une installation de performance interactive et un récit plein d'espoir pour de futures connexions empathiques entre l'homme, les plantes et la technologie. Les plantes sont connues pour réagir au corps humain, au son, au toucher et au comportement. L'installation, une mini-forêt baroque de plantes à racines aériennes fleuries, invite les participants à effectuer une nouvelle « pratique d'empathie » incarnée avec les plantes. Dans la performance, l'interaction cerveau-cerveau et le biofeedback CO2/photosynthèse des plantes, à partir de connexions physiques intimes partagées de baisers, de caresses et d'étreintes, sont traduits en un algorithme partagé et une sonification des données. Les plantes et les humains co-créent et explorent ensemble un paysage sonore immersif unique et encore inconnu, une symphonie d'empathie planétaire.</span></p><p><span><strong>Écologies circulaires et empathiques</strong><br>Aujourd'hui, les écosystèmes durables sont principalement explorés à travers le fait de faire mieux&nbsp;<strong>POUR LA NATURE</strong>&nbsp;. Nous résolvons des problèmes : nous améliorons l'agro-culture, sauvons les forêts, volons moins. L'activité humaine est centrale, opposée à la nature, dans une vision anthropocène. À partir d'une approche radicalement différente, Empathy Ecologies explore un système mondial empathique&nbsp;<strong>AVEC LA NATURE</strong>&nbsp;. Il crée une synthèse immersive de biofeedback entre les humains et les non-humains, les plantes, les algorithmes et les technologies cérébrales, en tant que co-acteurs, dans un assemblage émergent (Donna Haraway 2016, Latour 1990).</span></p><p><span>Pouvons-nous imaginer des connexions empathiques entre les humains, les plantes et la technologie - dans une boucle de neurofeedback partagée ? Les plantes mémorisent et réagissent aux corps humains et à leur comportement (attentionné ou agressif) ; tandis que le son et le toucher affectent leur système immunitaire et leur croissance (Hassanien 2014 ; Mishra et Bay 2019). Sur la base de ces nouvelles découvertes, cette œuvre d'art propose des liens spéculatifs entre la rétroaction biométrique de la sensibilité des plantes et le comportement empathique humain consistant à embrasser et à caresser, co-créant ainsi un paysage sonore musical. Ensemble, l'homme et les plantes explorent une nouvelle perspective sur les écologies planétaires, mais imprévisibles, de l'empathie.</span></p></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div>",4934da_89eec68a573747c59e9fe540a459d877~mv2.jpg;4934da_a596bed828794c59b78efb3d7a80cf09~mv2.jpg;4934da_294360677bc04956bb44f8b8d092d8f5~mv2.jpg;4934da_150dea84346b4a56b4fe156b678d3d9b~mv2.jpeg,Karen Lancel,,,0.0,,true,PERCENT,0.0,InStock,,,Genre,DROP_DOWN,Féminin,Date,DROP_DOWN,2020,Lieu,DROP_DOWN,/,V big data,DROP_DOWN,à completer,Thème,DROP_DOWN,médecine;technologies;innovation,Statut,DROP_DOWN,duo,citation,,short,<p>photo : © Pieter Kers. Mondriaanfonds.</p>,Matériaux,Installation performance,dimensions,/,Lieu d'exposition,/,Dataset,mesures EEG,,,,,,,
product_a01bf26c-9c12-38bb-a533-8ad0a3e3c44f,Product,Permanent Data,"<div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><p><span><em>Permanent Data</em>&nbsp;est un câble à accès direct (DAC) en fibre de verre de 12 km sur lequel est imprimé un texte personnalisé. Un câble DAC est normalement utilisé pour être enterré et pour connecter les ménages à un réseau numérique. Sur le câble est imprimée la Bible de Gutenberg dans son intégralité, mélangée à des commentaires YouTube contemporains.</span></p><p><span>&nbsp;</span></p><p><span>La Bible de Gutenberg fut l'un des premiers livres imprimés en série en Europe dans les années 1450.<br>Imprimée par Johannes Gutenberg sur sa presse à imprimer en bois, elle marqua le début de la « révolution de Gutenberg ». Aujourd'hui, seuls quarante-neuf exemplaires physiques ont (en partie) survécu. La Bible de Gutenberg est mélangée à des noms d'utilisateur et des commentaires YouTube qui ont été trouvés sous des vidéos sur des sujets tels que le bitrot, la perte de données et les sauvegardes (échouées).</span></p><p><span>&nbsp;</span></p><p><span>Ces deux sources de texte proviennent d'un média qui, à l'époque, a révolutionné la manière dont l'information était consultée, partagée et utilisée. Aujourd'hui, elles sont liées par la question de la survie de l'information. Le papier physique est considéré comme une source d'information durable, s'il est stocké de manière appropriée. Le stockage numérique, via les systèmes cloud et les disques durs, est considéré comme une source d'avenir, mais en même temps extrêmement éphémère. Que restera-t-il de YouTube dans 500 ans ?</span></p><p><span>&nbsp;</span></p><p><span>Un câble est une infrastructure permettant de transmettre des données. Cependant, le câble physique lui-même pourrait très bien survivre aux données qu'il transmet.&nbsp;<em>Les données permanentes</em>&nbsp;deviennent donc un artefact combinant la nature éphémère des données numériques et la durabilité des informations physiques et offrent peut-être une solution pour éviter un âge sombre numérique.</span></p><p><span>&nbsp;</span></p><div><div><p>Permanent Data a été rendu possible grâce au généreux soutien d'&nbsp;&nbsp;Utrecht Down Under&nbsp;,&nbsp;&nbsp;de Mondriaanfonds&nbsp;&nbsp;et&nbsp;&nbsp;de Fonds21&nbsp;.<br>Le câble DAC a été fabriqué par&nbsp;&nbsp;Twentsche Kabelfabriek&nbsp;.<br>L'impression a été réalisée par&nbsp;&nbsp;De Koningh.</p></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div>",4934da_b9361b47adf24099a64b372fa8f404de~mv2.jpg;4934da_1a7e0d8d92564e0d8091a6138ec0b8b3~mv2.jpg;4934da_8c8749d0eeda45a1b343fca203bea39c~mv2.jpg,Jeroen van Loon,,,0.0,,true,PERCENT,0.0,InStock,,,Genre,DROP_DOWN,Masculin,Date,DROP_DOWN,2020,Lieu,DROP_DOWN,Utrecht,V big data,DROP_DOWN,à completer,Thème,DROP_DOWN,technologies;anthropologie;tic,Statut,DROP_DOWN,artiste auteur,citation,,short,<p>photo : © Gert Jan van Rooij</p>,Matériaux,enrouleur de câble en bois et support d'enrouleur de câble,dimensions,"150 x 150 x 200 mètres, 12 km",Lieu d'exposition,Utrecht Down Under,Dataset,commentaires youtube,,,,,,,
product_673df48f-74b7-eef0-0d36-8867ccdf69a0,Product,Ephemeral Data,"<div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><p><span>Internet évolue d'une machine d'archivage à une machine de performance. Le stockage, la sauvegarde et l'archivage de copies de copies deviennent obsolètes. Le contenu temporaire, local et unique devient le nouveau statu quo. Les adolescents d'aujourd'hui sont déjà habitués à ce changement de culture numérique.</span></p><p>&nbsp;</p><p><span><em>Ephemeral Data</em>&nbsp;est une performance qui s'est déroulée sur les dix jours du&nbsp;SPRING&nbsp;Performing Arts Festival (du 16 au 25 mai 2019, Utrecht, Pays-Bas) et qui a visualisé ce changement de culture numérique.&nbsp;<em>Ephemeral Data</em>&nbsp;a utilisé du sable, la matière première à partir de laquelle sont fabriqués les câbles à fibre optique, pour créer un mandala de sable de 12 mètres sur 9 représentant l'infrastructure numérique complète d'Utrecht. Chaque câble de télécommunication et chaque tour de téléphonie mobile ont été visualisés.</span></p><p>&nbsp;</p><p><span>Le mandala de sable a été créé par un groupe d’artistes dans leur plus grande concentration, centimètre par centimètre et grain par grain. Le public pouvait assister à ce processus lent et concentré tous les jours de 14h00 à 22h00. Le public recevait également un petit autocollant à l’entrée d’&nbsp;<em>Ephemeral Data</em>&nbsp;pour masquer l’appareil photo de son smartphone : toute documentation photo ou vidéo de l’œuvre par les visiteurs était interdite.&nbsp;</span></p><p>&nbsp;</p><p><span>Le dixième et dernier jour de SPRING, les artistes ont effacé le mandala de sable en présence du public. Il ne restait plus qu'un tas de sable. Hormis deux photos de l'œuvre, le jour 1 où rien n'est encore créé et le jour 10 où tout a été effacé, rien n'est documenté visuellement. L'œuvre ne sera plus jamais vue.</span></p><p>&nbsp;</p><p>#j'espère que tu étais là</p></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div>",4934da_9a93bd3ffdf24d1cadc04b14f94940e7~mv2.jpg;4934da_1204f1297f524e87bc87b46833ffeae7~mv2.jpg;4934da_e7ec1617afad496b82b21d167bf724de~mv2.jpg,Jeroen van Loon,,,0.0,,true,PERCENT,0.0,InStock,,,Genre,DROP_DOWN,Masculin,Date,DROP_DOWN,2019,Lieu,DROP_DOWN,Utrecht,V big data,DROP_DOWN,à completer,Thème,DROP_DOWN,tic,Statut,DROP_DOWN,artiste auteur,citation,,short,<p>photo : © Gert Jan van Rooij</p>,Matériaux,"12 interprètes, 108 plaques de verre, 216 tréteaux, 250 kg de sable",dimensions,"12×9 mètres, 444 heures",Lieu d'exposition,SPRING Performing Arts Festival,Dataset,infrastructure numérique complète d'Utrecht,,,,,,,
product_a61e8739-c6a6-ee33-e261-4aad19b310da,Product,Cellout.me,"<div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><p><span>Vente du génome complet d'un artiste : 380 Go de données ADN personnelles.<br>Quelle est la valeur d'un seul profil ADN humain ?</span></p><p><span>&nbsp;</span></p><p>« Ma première réaction face à son projet a en effet été un dilemme moral : à quels abus les opportunistes peuvent-ils faire subir à son génome, ne devrait-il pas être protégé, devrait-il revendiquer le droit d'auteur, revendiquer la paternité !</p><p><span>Et voilà, nous voilà dans un domaine où la propriété, la paternité, le droit d’auteur de l’art sur Internet sont discutés, nous sommes dans l’espace public où la confidentialité de votre argent et l’intégrité de votre vie sont remises en question quotidiennement.</span></p><p><br>Par Cees de Boer – Discours d’ouverture Art Along the Schinkel, 2015<br><span>(Cees de Boer était commissaire du pavillon néerlandais à la Biennale de Venise 2015)</span></p><p><span>&nbsp;</span></p><p><span>Cellout.me est une œuvre d'art qui proposait à la vente en ligne, pendant un an, l'intégralité des données ADN de Jeroen van Loon. Tout le monde pouvait placer une enchère via www.cellout.me. La vente s'est terminée le 27 septembre 2016 à minuit, la&nbsp;Fondation Verbeke&nbsp;étant le plus offrant et donc le nouveau propriétaire des données ADN de van van Loon.</span></p><p><span>&nbsp;</span></p><p><span>L'œuvre peut être considérée comme un&nbsp;<em>autoportrait</em>&nbsp;extrêmement personnel et moderne : 3 milliards de lignes de code. Les données ADN sont constituées des lettres A, T, C ou G qui, ensemble, forment le plan génétique de van Loon, contenant toutes ses informations héréditaires – y compris en partie celles de son fils, de sa sœur, de ses parents et de sa grand-mère.</span></p><p><span>&nbsp;</span></p><p><span>La vente de cette œuvre fera entrer la culture numérique future dans le présent, posant de nouvelles questions concernant la paternité, la propriété intellectuelle, le droit d'auteur, la vie privée, le big data et l'éthique :</span></p><p>Comment pouvons-nous concevoir un prix de vente moral par rapport au prix de revient ?<br><span>Quelles sont les conséquences de la possession des données ADN d'autrui ?</span><br><span>Comment cela influence-t-il la vie privée spatiale du propriétaire biologique et/ou des membres de sa famille ?</span></p><p><span>&nbsp;</span></p><p><span>L'armoire du serveur montre les données ADN et l'enchère la plus récente. Sept photos encadrées montrent le processus de « conversion du sang en données ». Quatre lettres originales – écrites par Christie's Amsterdam, ErasmusMC, KPMG et Fox-It – développent le discours sur la vente de données ADN humaines. Voir la colonne de droite pour les documents PDF.</span></p><p><span>&nbsp;</span></p></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div>",4934da_76a280a3fa8f47309f69d018d0986682~mv2.jpg;4934da_8e114029f9ef46aba1544da81c96788a~mv2.jpg;4934da_18d8dcd088ce4770bbc5852ee9886cd2~mv2.jpg,Jeroen van Loon,,,0.0,,true,PERCENT,0.0,InStock,,,Genre,DROP_DOWN,Masculin,Date,DROP_DOWN,2015,V big data,DROP_DOWN,valeur; vulnérabilité,Thème,DROP_DOWN,éthique;technologie;biologie;économie,Statut,DROP_DOWN,artiste auteur,,,,citation,,short,,Matériaux,"Site Internet, installation 7photographies, 4 lettres imprimées",dimensions,60 x 60 x 210 cm,Lieu d'exposition,Beursschouwburg,Dataset,ADN,,,,,,,
product_28debe94-3e64-4142-bbe0-c943a950c033,Product,data and dragons,"<div><div><div><div><div><div><p><span><em>xxxx.xxx</em> , 2014, circuits imprimés sur mesure, câbles de raccordement Ethernet, aluminium 80/20, 80 cm x 450 cm.</span></p></div></div></div></div><div><div><div><p><em>Data &amp; Dragons Level 1-3</em> est un projet de sculpture évolutif qui a déjà été présenté dans plusieurs expositions d'art à travers le monde. La sculpture a pris forme pour la première fois en Autriche, en 2013. À l'heure actuelle, l'œuvre est composée de trois installations : les deux premières sous le nom de <em>Kilohydra: A Love Letter to Chelsea</em> et <em>xxxx.xxx</em> et la troisième est <em>Cloud Farming</em> . Chacune d'entre elles dialogue avec des données collectées sur Internet, mais de différentes manières.</p><p><span><em>Kilohydra: A Love Letter to Chelsea [Manning]</em> et <em>xxxx.xxx</em> sont une série de circuits imprimés personnalisés qui interceptent et enregistrent les données de leur environnement. Connectés par des câbles Ethernet, <em>Kilohydra</em> anthropomorphise une salle de serveurs, un éloge à une époque où l'expérience en ligne était anonyme et inconnue. Les informations sont traitées mais la sculpture ne partage jamais ses découvertes.</span></p><p><span><em>Cloud Farming</em> remet en question la nature sacrée de la technologie en recontextualisant la hiérarchie des systèmes comme un portrait des données. Il manifeste le cloud, les réseaux sociaux, les données, les fuites et ce qui forme le capital social en un seul objet. En fin de compte, il s'agit d'une expérience créative sur les structures de pouvoir contemporaines en tant que type de conscience de groupe, devenant une carte tridimensionnelle de la culture de l'information post-Wikileaks.</span></p></div></div></div></div></div>",4934da_b9055d37ac49491bb48689f4c5018298~mv2.jpg;4934da_8ee05e1f97b94c14b19a7bdd4aed2aee~mv2.jpg;4934da_f89658dc086e428d90054212fbbc55c8~mv2.jpg,ADDIE WAGENKNECHT,,,0.0,,true,PERCENT,0.0,InStock,,,Genre,DROP_DOWN,Féminin,Date,DROP_DOWN,2013,Lieu,DROP_DOWN,Bergamo,V big data,DROP_DOWN,valeur; vulnérabilité,Thème,DROP_DOWN,tic,Statut,DROP_DOWN,à completer,citation,,short,,Matériaux,"circuits imprimés sur mesure, câbles de raccordement Ethernet, aluminium",dimensions,80 cm x 450 cm,Lieu d'exposition,GAMeC,Dataset,collecte sur internet;réseaux sociaux;cloud,,,,,,,
product_114bca3f-6e59-1f8b-1ba8-c7a108da4705,Product,hidden in plain sight,"<div><div><p><span><em>Hidden in Plain Sight</em> est une pièce audiovisuelle spécifique au site créée pour l'emblématique télescope Lovell de Jodrell Bank .</span></p><p><span>Témoignage d'un appétit humain apparemment insatiable pour l'exploration, des structures telles que Lovell semblent monumentales, mais ne sont en réalité que la pointe de l'iceberg qui repose sur de grandes initiatives scientifiques. Derrière cette immense structure se cache un vaste ensemble de systèmes de données, de réseaux et d'infrastructures mondiales, qui traitent et combinent des ensembles de données complexes pour créer des images de l'activité cosmique.</span></p><p><span>Avec Hidden in Plain Sight, nous voyons le télescope comme un objet qui s’étend au-delà de la structure physique. Wagenknecht joue avec la notion d’accès aux données et la façon dont l’infrastructure est conçue pour être ignorée. Inspirée par l’esthétique du camouflage éblouissant, l’œuvre semble abstraite, aléatoire, voire accidentelle, et pourtant, lorsque nous l’observons, nous commençons à voir des motifs. Informée et générée à partir d’ensembles de données qui ont été collectés à l’observatoire de Jodrell Bank, la projection se concentre sur le processus de perception en radioastronomie en modélisant des modèles qui se produisent dans l’espace lointain. Faisant écho aux informations qui ont toujours été là mais qui ont été camouflées par la distance et le chaos de l’espace. Le public a fait l’expérience de Hidden in Plain Sight depuis une position d’observation privilégiée dans le champ d’étoiles, tout en s’immergeant dans le paysage sonore qui l’accompagne. Interprétation sonore des données astrophysiques et développée en partenariat avec l’équipe d’ingénierie acoustique d’ARUP, cette composition audio spatiale a été générée pour fournir un parallèle immersif au son des données et d’Internet.</span></p></div></div>",4934da_92ff89724cdc4482be685cf58ec3f91c~mv2.png;4934da_8689901033a745c2926de3fb83a70f01~mv2.png,ADDIE WAGENKNECHT,,,0.0,,true,PERCENT,0.0,InStock,,,Genre,DROP_DOWN,Féminin,Date,DROP_DOWN,2018,Lieu,DROP_DOWN,Cheshire,V big data,DROP_DOWN,à completer,Thème,DROP_DOWN,astronomie;science;technologie,Statut,DROP_DOWN,artiste auteur,citation,,short,<p>photo : © Chris Foster</p>,Matériaux,"Télescope Lovell, installation audiovisuelle immersive",dimensions,"76,2 m de diamètre",Lieu d'exposition,Jodrell Bank observatory,Dataset,LIDAR;données du telescope;radioastronomie,,,,,,,
product_eb15e806-0993-65b0-99ec-9d827e8234ad,Product,Fluence,"<div><div><p>Dylan Cote, Pierre Lafanechère et Augustin Lafanechère</p><p>Inspirée de l'image d'un dégât des eaux, Fluence évoque l'insalubrité numérique à laquelle tout le monde est exposé. La fuite se développe selon la quantité de données captées aux alentours.</p><p>Les données numériques sont canalisées dans des espaces imperceptibles où transite un vaste flux d’information. La quiétude de ces infrastructures en réseau est mise à mal par les puissances économiques et politiques. Chaque requête, aussi insignifiante soit-elle, est captée, analysée et inventoriée. Difficile de ne pas continuer à alimenter ce vaste flux informationnel dont le contrôle échappe à toutes et tous !</p><p>En s’inspirant de l’image du dégât des eaux,&nbsp;<em>Fluence</em>&nbsp;évoque l’amas de traces que chacun produit et dont s’imprègnent nos espaces virtuels : une insalubrité numérique à laquelle chacun s'expose consciemment.</p><p>L'installation est constituée d’un vidéo mapping génératif plaquant un écoulement infini sur les arêtes d’un mur. Grâce à un système basé sur la captation de requêtes préalables à toute association wifi, l’installation détecte la présence des smartphones et ordinateurs à proximité, à l’insu du public. Plus ils sont nombreux, plus&nbsp;<em>Fluence</em>&nbsp;se propage dans l’espace... Un moniteur restitue les données captées et permet au spectateur ou à la spectactrice d’identifier son téléphone dans le flux ayant nourri la projection.</p></div></div>",4934da_9cb56a8d118e4031a8466598cd729b02~mv2.png,"Dylan Cote, Pierre Lafanechère et Augustin Lafanec",,,0.0,,true,PERCENT,0.0,InStock,,,Genre,DROP_DOWN,Groupe;Masculin,Date,DROP_DOWN,2019,Lieu,DROP_DOWN,Paris,V big data,DROP_DOWN,à completer,Thème,DROP_DOWN,tic;éthique,Statut,DROP_DOWN,artiste auteur,citation,"<p>Équipe artistique : Dylan Cote-Colisson et Pierre Lafanechère<br>Soutien technique : Augustin Lafanechère<br>Fluence est la création lauréate de l’appel à projets « Arts &amp; Technologies » enseignement supérieur 2018, mis en place par Electroni[k], La Gaîté Lyrique et Stereolux<br>Coproduction : Gaîté Lyrique, Electroni[k] / Maintenant, Stereolux / Scopitone<br>Projet accompagné par la Gaîté Lyrique</p>
<br>",short,<p>photo : © OYÉ visual art label©</p>,Matériaux,Mapping vidéo génératif,dimensions,Dimensions variables,Lieu d'exposition,La gaité lyrique,Dataset,captation des probe-requests,,,,,,,
